TYPE,YEAR,MONTH,DAY,HOUR,MINUTE,HUNDRED_BLOCK,NEIGHBOURHOOD,X,Y
Other Theft,2022,4,3,12,19,7XX E 56TH AVE,Sunset,493435.7978,5451812.5904
Other Theft,2022,1,12,11,27,7XX E 63RD AVE,Sunset,493506.7918,5451131.0157
Other Theft,2022,2,25,19,10,7XX E 6TH AVE,Mount Pleasant,493536.328,5456938.9669
Other Theft,2022,1,2,18,35,7XX GRANVILLE ST,Central Business District,491292.7916,5458742.3123
Other Theft,2022,1,9,10,5,7XX GRANVILLE ST,Central Business District,491292.7916,5458742.3123
Other Theft,2022,1,20,14,25,7XX GRANVILLE ST,Central Business District,491292.7916,5458742.3123
Other Theft,2022,1,24,20,40,7XX GRANVILLE ST,Central Business District,491292.7916,5458742.3123
Other Theft,2022,1,30,10,46,7XX GRANVILLE ST,Central Business District,491292.7916,5458742.3123
Other Theft,2022,2,22,19,4,7XX GRANVILLE ST,Central Business District,491292.7916,5458742.3123
Other Theft,2022,1,5,14,58,7XX GRANVILLE ST,Central Business District,491295.2384,5458744.7745
Other Theft,2022,1,11,11,5,7XX GRANVILLE ST,Central Business District,491295.2384,5458744.7745
Other Theft,2022,1,13,9,41,7XX GRANVILLE ST,Central Business District,491295.2384,5458744.7745
Other Theft,2022,1,15,16,1,7XX GRANVILLE ST,Central Business District,491295.2384,5458744.7745
Other Theft,2022,1,18,18,0,7XX GRANVILLE ST,Central Business District,491295.2384,5458744.7745
Other Theft,2022,2,3,13,56,7XX GRANVILLE ST,Central Business District,491295.2384,5458744.7745
Other Theft,2022,2,11,20,5,7XX GRANVILLE ST,Central Business District,491295.2384,5458744.7745
Other Theft,2022,2,12,15,15,7XX GRANVILLE ST,Central Business District,491295.2384,5458744.7745
Other Theft,2022,2,12,17,22,7XX GRANVILLE ST,Central Business District,491295.2384,5458744.7745
Other Theft,2022,2,17,17,40,7XX GRANVILLE ST,Central Business District,491295.2384,5458744.7745
Other Theft,2022,2,21,17,52,7XX GRANVILLE ST,Central Business District,491295.2384,5458744.7745
Other Theft,2022,2,21,18,9,7XX GRANVILLE ST,Central Business District,491295.2384,5458744.7745
Other Theft,2022,2,24,18,4,7XX GRANVILLE ST,Central Business District,491295.2384,5458744.7745
Other Theft,2022,3,5,13,23,7XX GRANVILLE ST,Central Business District,491295.2384,5458744.7745
Other Theft,2022,3,5,20,49,7XX GRANVILLE ST,Central Business District,491295.2384,5458744.7745
Other Theft,2022,3,6,10,27,7XX GRANVILLE ST,Central Business District,491295.2384,5458744.7745
Other Theft,2022,3,6,18,30,7XX GRANVILLE ST,Central Business District,491295.2384,5458744.7745
Other Theft,2022,3,8,10,53,7XX GRANVILLE ST,Central Business District,491295.2384,5458744.7745
Other Theft,2022,3,8,15,30,7XX GRANVILLE ST,Central Business District,491295.2384,5458744.7745
Other Theft,2022,3,10,9,55,7XX GRANVILLE ST,Central Business District,491295.2384,5458744.7745
Other Theft,2022,3,18,20,36,7XX GRANVILLE ST,Central Business District,491295.2384,5458744.7745
Other Theft,2022,3,23,14,47,7XX GRANVILLE ST,Central Business District,491295.2384,5458744.7745
Other Theft,2022,3,17,17,32,7XX GRANVILLE ST,Central Business District,491297.4856,5458747.0355
Other Theft,2022,2,8,14,50,7XX GRANVILLE ST,Central Business District,491298.0417,5458760.5655
Other Theft,2022,3,10,16,10,7XX GRANVILLE ST,Central Business District,491299.8329,5458749.3966
Other Theft,2022,4,4,10,20,7XX GRANVILLE ST,Central Business District,491301.9801,5458751.5574
Other Theft,2022,1,30,13,15,7XX GRANVILLE ST,Central Business District,491323.3039,5458773.0109
Other Theft,2022,2,11,15,30,7XX GRANVILLE ST,Central Business District,491371.9005,5458834.8757
Other Theft,2022,1,9,12,10,7XX GRANVILLE ST,Central Business District,491394.1166,5458844.2562
Other Theft,2022,1,15,14,15,7XX GRANVILLE ST,Central Business District,491394.1166,5458844.2562
Other Theft,2022,1,21,14,25,7XX GRANVILLE ST,Central Business District,491394.1166,5458844.2562
Other Theft,2022,1,27,12,58,7XX GRANVILLE ST,Central Business District,491394.1166,5458844.2562
Other Theft,2022,1,28,15,26,7XX GRANVILLE ST,Central Business District,491394.1166,5458844.2562
Other Theft,2022,1,30,17,26,7XX GRANVILLE ST,Central Business District,491394.1166,5458844.2562
Other Theft,2022,1,31,19,6,7XX GRANVILLE ST,Central Business District,491394.1166,5458844.2562
Other Theft,2022,2,2,15,23,7XX GRANVILLE ST,Central Business District,491394.1166,5458844.2562
Other Theft,2022,2,9,16,23,7XX GRANVILLE ST,Central Business District,491394.1166,5458844.2562
Other Theft,2022,2,12,15,31,7XX GRANVILLE ST,Central Business District,491394.1166,5458844.2562
Other Theft,2022,2,26,15,39,7XX GRANVILLE ST,Central Business District,491394.1166,5458844.2562
Other Theft,2022,2,27,13,44,7XX GRANVILLE ST,Central Business District,491394.1166,5458844.2562
Other Theft,2022,3,3,17,38,7XX GRANVILLE ST,Central Business District,491394.1166,5458844.2562
Other Theft,2022,3,4,16,50,7XX GRANVILLE ST,Central Business District,491394.1166,5458844.2562
Other Theft,2022,3,5,12,30,7XX GRANVILLE ST,Central Business District,491394.1166,5458844.2562
Other Theft,2022,3,12,17,0,7XX GRANVILLE ST,Central Business District,491394.1166,5458844.2562
Other Theft,2022,4,2,10,13,7XX GRANVILLE ST,Central Business District,491394.1166,5458844.2562
Other Theft,2022,4,2,13,47,7XX GRANVILLE ST,Central Business District,491394.1166,5458844.2562
Other Theft,2022,4,5,14,48,7XX GRANVILLE ST,Central Business District,491394.1166,5458844.2562
Other Theft,2022,1,15,10,50,7XX GRANVILLE ST,Central Business District,491407.7996,5458858.0224
Other Theft,2022,1,27,15,0,7XX HAWKS AVE,Strathcona,493655.9369,5458385.6438
Other Theft,2022,2,26,16,15,7XX HORNBY ST,Central Business District,491207.5124,5458941.2409
Other Theft,2022,1,15,21,50,7XX JERVIS ST,West End,490656.4033,5459379.6194
Other Theft,2022,3,12,1,0,7XX MAIN ST,Strathcona,492747.661,5458425.5617
Other Theft,2022,1,31,10,31,7XX NATIONAL AVE,Strathcona,493654.4629,5457775.9489
Other Theft,2022,2,19,8,5,7XX NELSON ST,Central Business District,490989.1737,5458562.7465
Other Theft,2022,3,2,17,18,7XX NELSON ST,Central Business District,490989.1737,5458562.7465
Other Theft,2022,3,18,20,0,7XX RICHARDS ST,Central Business District,491445.7352,5458613.862
Other Theft,2022,3,16,10,0,7XX RICHARDS ST,Central Business District,491546.5426,5458714.811
Other Theft,2022,1,5,17,6,7XX ROBSON ST,Central Business District,491215.7446,5458816.612
Other Theft,2022,1,31,16,16,7XX ROBSON ST,Central Business District,491215.7446,5458816.612
Other Theft,2022,2,10,19,20,7XX ROBSON ST,Central Business District,491215.7446,5458816.612
Other Theft,2022,2,14,17,10,7XX ROBSON ST,Central Business District,491215.7446,5458816.612
Other Theft,2022,2,25,10,1,7XX ROBSON ST,Central Business District,491215.7446,5458816.612
Other Theft,2022,3,5,18,26,7XX ROBSON ST,Central Business District,491215.7446,5458816.612
Other Theft,2022,3,10,19,15,7XX ROBSON ST,Central Business District,491215.7446,5458816.612
Other Theft,2022,3,11,18,54,7XX ROBSON ST,Central Business District,491215.7446,5458816.612
Other Theft,2022,3,15,15,20,7XX ROBSON ST,Central Business District,491215.7446,5458816.612
Other Theft,2022,3,17,14,40,7XX ROBSON ST,Central Business District,491215.7446,5458816.612
Other Theft,2022,2,20,18,35,7XX ROBSON ST,Central Business District,491216.7029,5458802.9062
Other Theft,2022,2,26,18,40,7XX ROBSON ST,Central Business District,491216.7029,5458802.9062
Other Theft,2022,1,3,11,5,7XX ROBSON ST,Central Business District,491218.3872,5458814.0352
Other Theft,2022,1,3,19,14,7XX ROBSON ST,Central Business District,491218.3872,5458814.0352
Other Theft,2022,1,4,11,19,7XX ROBSON ST,Central Business District,491218.3872,5458814.0352
Other Theft,2022,1,6,13,0,7XX ROBSON ST,Central Business District,491218.3872,5458814.0352
Other Theft,2022,1,6,14,0,7XX ROBSON ST,Central Business District,491218.3872,5458814.0352
Other Theft,2022,1,12,14,59,7XX ROBSON ST,Central Business District,491218.3872,5458814.0352
Other Theft,2022,1,15,12,55,7XX ROBSON ST,Central Business District,491218.3872,5458814.0352
Other Theft,2022,1,19,17,18,7XX ROBSON ST,Central Business District,491218.3872,5458814.0352
Other Theft,2022,1,21,18,55,7XX ROBSON ST,Central Business District,491218.3872,5458814.0352
Other Theft,2022,1,28,16,33,7XX ROBSON ST,Central Business District,491218.3872,5458814.0352
Other Theft,2022,1,28,18,27,7XX ROBSON ST,Central Business District,491218.3872,5458814.0352
Other Theft,2022,1,31,14,41,7XX ROBSON ST,Central Business District,491218.3872,5458814.0352
Other Theft,2022,2,2,5,53,7XX ROBSON ST,Central Business District,491218.3872,5458814.0352
Other Theft,2022,2,25,12,15,7XX ROBSON ST,Central Business District,491218.3872,5458814.0352
Other Theft,2022,2,26,12,5,7XX ROBSON ST,Central Business District,491218.3872,5458814.0352
Other Theft,2022,3,3,11,0,7XX ROBSON ST,Central Business District,491218.3872,5458814.0352
Other Theft,2022,3,16,14,4,7XX ROBSON ST,Central Business District,491218.3872,5458814.0352
Other Theft,2022,3,17,16,40,7XX ROBSON ST,Central Business District,491218.3872,5458814.0352
Other Theft,2022,3,19,18,5,7XX ROBSON ST,Central Business District,491218.3872,5458814.0352
Other Theft,2022,3,31,15,50,7XX ROBSON ST,Central Business District,491218.3872,5458814.0352
Other Theft,2022,4,2,16,41,7XX ROBSON ST,Central Business District,491218.3872,5458814.0352
Other Theft,2022,4,6,15,35,7XX ROBSON ST,Central Business District,491218.3872,5458814.0352
Other Theft,2022,1,4,18,53,7XX ROBSON ST,Central Business District,491273.4999,5458747.5265
Other Theft,2022,1,5,17,39,7XX ROBSON ST,Central Business District,491273.4999,5458747.5265
Other Theft,2022,1,8,11,47,7XX ROBSON ST,Central Business District,491273.4999,5458747.5265
Other Theft,2022,1,31,18,42,7XX ROBSON ST,Central Business District,491273.4999,5458747.5265
Other Theft,2022,2,2,16,31,7XX ROBSON ST,Central Business District,491273.4999,5458747.5265
Other Theft,2022,2,13,18,19,7XX ROBSON ST,Central Business District,491273.4999,5458747.5265
Other Theft,2022,2,25,19,6,7XX ROBSON ST,Central Business District,491273.4999,5458747.5265
Other Theft,2022,2,25,20,15,7XX ROBSON ST,Central Business District,491273.4999,5458747.5265
Other Theft,2022,3,1,16,15,7XX ROBSON ST,Central Business District,491273.4999,5458747.5265
Other Theft,2022,3,8,16,5,7XX ROBSON ST,Central Business District,491273.4999,5458747.5265
Other Theft,2022,3,10,19,25,7XX ROBSON ST,Central Business District,491273.4999,5458747.5265
Other Theft,2022,3,15,11,19,7XX ROBSON ST,Central Business District,491273.4999,5458747.5265
Other Theft,2022,3,15,13,55,7XX ROBSON ST,Central Business District,491273.4999,5458747.5265
Other Theft,2022,3,17,14,51,7XX ROBSON ST,Central Business District,491273.4999,5458747.5265
Other Theft,2022,3,17,15,15,7XX ROBSON ST,Central Business District,491273.4999,5458747.5265
Other Theft,2022,3,29,13,45,7XX ROBSON ST,Central Business District,491273.4999,5458747.5265
Other Theft,2022,4,3,16,2,7XX ROBSON ST,Central Business District,491273.4999,5458747.5265
Other Theft,2022,4,6,20,9,7XX ROBSON ST,Central Business District,491273.4999,5458747.5265
Other Theft,2022,2,15,21,45,7XX SKEENA ST,Hastings-Sunrise,497933.7986,5458375.2449
Other Theft,2022,1,21,13,50,7XX SW MARINE DR,Marpole,491116.8279,5450609.0818
Other Theft,2022,3,30,13,0,7XX THURLOW ST,West End,490967.1495,5459154.9226
Other Theft,2022,1,12,12,40,7XX W 49TH AVE,Oakridge,491076.3069,5452627.5294
Other Theft,2022,2,4,8,30,7XX W 54TH AVE,Oakridge,491125.3769,5452088.7585
Other Theft,2022,2,5,3,0,7XX W 69TH AVE,Marpole,491214.2381,5450728.914
Other Theft,2022,2,1,14,5,7XX W 70TH AVE,Marpole,491040.0261,5450634.1049
Other Theft,2022,2,22,22,55,7XX W BROADWAY AVE,Fairview,491262.0542,5456737.453
Other Theft,2022,1,17,10,20,7XX W GEORGIA ST,Central Business District,491401.3214,5458865.3307
Other Theft,2022,1,25,18,0,7XX W GEORGIA ST,Central Business District,491401.3214,5458865.3307
Other Theft,2022,1,26,14,0,7XX W GEORGIA ST,Central Business District,491401.3214,5458865.3307
Other Theft,2022,2,15,18,2,7XX W GEORGIA ST,Central Business District,491401.3214,5458865.3307
Other Theft,2022,3,2,18,40,7XX W GEORGIA ST,Central Business District,491401.3214,5458865.3307
Other Theft,2022,3,3,15,55,7XX W GEORGIA ST,Central Business District,491401.3214,5458865.3307
Other Theft,2022,3,17,17,29,7XX W GEORGIA ST,Central Business District,491401.3214,5458865.3307
Other Theft,2022,3,18,11,40,7XX W GEORGIA ST,Central Business District,491402.7991,5458863.8718
Other Theft,2022,3,21,0,26,7XX W GEORGIA ST,Central Business District,491402.7991,5458863.8718
Other Theft,2022,1,11,14,9,7XX W GEORGIA ST,Central Business District,491407.7443,5458871.8391
Other Theft,2022,1,12,15,25,7XX W GEORGIA ST,Central Business District,491407.7443,5458871.8391
Other Theft,2022,1,17,12,35,7XX W GEORGIA ST,Central Business District,491407.7443,5458871.8391
Other Theft,2022,1,23,13,0,7XX W GEORGIA ST,Central Business District,491407.7443,5458871.8391
Other Theft,2022,1,24,16,0,7XX W GEORGIA ST,Central Business District,491407.7443,5458871.8391
Other Theft,2022,1,28,7,50,7XX W GEORGIA ST,Central Business District,491407.7443,5458871.8391
Other Theft,2022,1,28,12,50,7XX W GEORGIA ST,Central Business District,491407.7443,5458871.8391
Other Theft,2022,2,8,13,20,7XX W GEORGIA ST,Central Business District,491407.7443,5458871.8391
Other Theft,2022,2,9,14,25,7XX W GEORGIA ST,Central Business District,491407.7443,5458871.8391
Other Theft,2022,2,9,16,55,7XX W GEORGIA ST,Central Business District,491407.7443,5458871.8391
Other Theft,2022,2,10,14,0,7XX W GEORGIA ST,Central Business District,491407.7443,5458871.8391
Other Theft,2022,2,10,14,10,7XX W GEORGIA ST,Central Business District,491407.7443,5458871.8391
Other Theft,2022,2,10,14,25,7XX W GEORGIA ST,Central Business District,491407.7443,5458871.8391
Other Theft,2022,2,12,13,35,7XX W GEORGIA ST,Central Business District,491407.7443,5458871.8391
Other Theft,2022,2,14,15,56,7XX W GEORGIA ST,Central Business District,491407.7443,5458871.8391
Other Theft,2022,3,9,10,52,7XX W GEORGIA ST,Central Business District,491407.7443,5458871.8391
Other Theft,2022,4,1,13,29,7XX W GEORGIA ST,Central Business District,491407.7443,5458871.8391
Other Theft,2022,1,5,15,20,7XX W GEORGIA ST,Central Business District,491409.222,5458870.3802
Other Theft,2022,1,5,18,36,7XX W GEORGIA ST,Central Business District,491409.222,5458870.3802
Other Theft,2022,1,9,11,30,7XX W GEORGIA ST,Central Business District,491409.222,5458870.3802
Other Theft,2022,1,18,13,13,7XX W GEORGIA ST,Central Business District,491409.222,5458870.3802
Other Theft,2022,1,18,16,3,7XX W GEORGIA ST,Central Business District,491409.222,5458870.3802
Other Theft,2022,1,29,10,40,7XX W GEORGIA ST,Central Business District,491409.222,5458870.3802
Other Theft,2022,2,3,13,10,7XX W GEORGIA ST,Central Business District,491409.222,5458870.3802
Other Theft,2022,2,3,15,42,7XX W GEORGIA ST,Central Business District,491409.222,5458870.3802
Other Theft,2022,2,6,12,0,7XX W GEORGIA ST,Central Business District,491409.222,5458870.3802
Other Theft,2022,2,7,17,25,7XX W GEORGIA ST,Central Business District,491409.222,5458870.3802
Other Theft,2022,2,18,17,33,7XX W GEORGIA ST,Central Business District,491409.222,5458870.3802
Other Theft,2022,2,20,14,20,7XX W GEORGIA ST,Central Business District,491409.222,5458870.3802
Other Theft,2022,2,21,14,40,7XX W GEORGIA ST,Central Business District,491409.222,5458870.3802
Other Theft,2022,2,28,20,47,7XX W GEORGIA ST,Central Business District,491409.222,5458870.3802
Other Theft,2022,3,14,15,43,7XX W GEORGIA ST,Central Business District,491409.222,5458870.3802
Other Theft,2022,3,15,12,55,7XX W GEORGIA ST,Central Business District,491409.222,5458870.3802
Other Theft,2022,3,16,13,30,7XX W GEORGIA ST,Central Business District,491409.222,5458870.3802
Other Theft,2022,3,17,14,35,7XX W GEORGIA ST,Central Business District,491409.222,5458870.3802
Other Theft,2022,3,21,17,20,7XX W GEORGIA ST,Central Business District,491409.222,5458870.3802
Other Theft,2022,3,21,18,30,7XX W GEORGIA ST,Central Business District,491409.222,5458870.3802
Other Theft,2022,3,22,12,3,7XX W GEORGIA ST,Central Business District,491409.222,5458870.3802
Other Theft,2022,3,23,0,54,7XX W GEORGIA ST,Central Business District,491409.222,5458870.3802
Other Theft,2022,3,28,12,45,7XX W GEORGIA ST,Central Business District,491409.222,5458870.3802
Other Theft,2022,3,31,15,30,7XX W GEORGIA ST,Central Business District,491409.222,5458870.3802
Other Theft,2022,4,6,14,23,7XX W GEORGIA ST,Central Business District,491409.222,5458870.3802
Other Theft,2022,4,6,15,20,7XX W GEORGIA ST,Central Business District,491409.222,5458870.3802
Other Theft,2022,4,7,15,56,7XX W GEORGIA ST,Central Business District,491409.222,5458870.3802
Other Theft,2022,4,7,17,44,7XX W GEORGIA ST,Central Business District,491409.222,5458870.3802
Other Theft,2022,3,11,23,30,7XX W HASTINGS ST,Central Business District,491682.5307,5459224.3053
Other Theft,2022,3,25,17,29,7XX W HASTINGS ST,Central Business District,491682.5307,5459224.3053
Other Theft,2022,3,11,16,0,7XX W PENDER ST,Central Business District,491607.731,5459138.511
Other Theft,2022,3,25,16,0,7XX W PENDER ST,Central Business District,491607.731,5459138.511
Other Theft,2022,1,9,8,58,7XX W PENDER ST,Central Business District,491641.0327,5459106.5195
Other Theft,2022,1,29,14,0,7XX WOODLAND DR,Grandview-Woodland,494706.7373,5458410.6251
Other Theft,2022,1,7,11,16,80XX ASH ST,Marpole,491240.3355,5451028.5979
Other Theft,2022,1,10,15,59,80XX GRANVILLE ST,Marpole,489771.0667,5451109.8016
Other Theft,2022,1,30,17,37,81XX ONTARIO ST,Marpole,492228.2561,5450914.8531
Other Theft,2022,3,12,17,46,81XX ONTARIO ST,Marpole,492228.2561,5450914.8531
Other Theft,2022,3,12,20,32,81XX ONTARIO ST,Marpole,492228.2561,5450914.8531
Other Theft,2022,3,11,15,55,81XX ONTARIO ST,Marpole,492228.2756,5450915.4045
Other Theft,2022,3,31,22,30,82XX FRASER ST,Sunset,493366.2534,5450849.0895
Other Theft,2022,2,13,5,20,82XX LORD ST,Marpole,491373.3673,5450802.6712
Other Theft,2022,3,21,14,19,82XX MAIN ST,Sunset,492543.1966,5450759.585
Other Theft,2022,2,18,19,0,82XX MANITOBA ST,Marpole,491976.4565,5450829.4471
Other Theft,2022,3,25,23,45,82XX MANITOBA ST,Marpole,491976.4565,5450829.4471
Other Theft,2022,1,3,19,24,82XX ONTARIO ST,Marpole,492223.544,5450781.2398
Other Theft,2022,1,28,10,26,83XX ASH ST,Marpole,491237.4297,5450715.0265
Other Theft,2022,1,21,23,0,83XX BEATRICE ST,Victoria-Fraserview,495065.8369,5450676.8839
Other Theft,2022,3,1,16,9,83XX GRANVILLE ST,Marpole,489774.485,5450880.4185
Other Theft,2022,3,5,12,0,83XX GRANVILLE ST,Marpole,489774.485,5450880.4185
Other Theft,2022,3,31,3,0,83XX OAK ST,Marpole,490512.0959,5450834.8893
Other Theft,2022,1,17,8,55,84XX CAMBIE ST,Marpole,491470.5146,5450780.7518
Other Theft,2022,1,11,19,26,84XX FRENCH ST,Marpole,489867.1778,5450747.6175
Other Theft,2022,1,13,19,2,84XX GRANVILLE ST,Marpole,489762.8292,5450782.7152
Other Theft,2022,2,2,14,45,84XX GRANVILLE ST,Marpole,489762.8292,5450782.7152
Other Theft,2022,3,15,19,45,84XX GRANVILLE ST,Marpole,489762.8292,5450782.7152
Other Theft,2022,3,22,12,34,85XX ANGLERS PL,Kerrisdale,488997.089,5450669.1441
Other Theft,2022,2,23,10,40,85XX CORNISH ST,Marpole,489651.3391,5450670.7494
Other Theft,2022,4,1,13,30,85XX CORNISH ST,Marpole,489651.3391,5450670.7494
Other Theft,2022,4,5,14,40,85XX HEATHER ST,Marpole,490958.1457,5450676.2656
Other Theft,2022,3,24,13,0,85XX RIVER DISTRICT CRSS,Killarney,497747.2884,5450363.7895
Other Theft,2022,1,23,19,0,86XX FRENCH ST,Marpole,489852.7232,5450528.8379
Other Theft,2022,3,23,12,0,86XX GRANVILLE ST,Marpole,489758.4848,5450611.0693
Other Theft,2022,3,24,15,0,86XX HUDSON ST,Marpole,490196.9205,5450510.6872
Other Theft,2022,1,31,8,0,86XX LOGAN ST,Marpole,490888.0825,5450507.6749
Other Theft,2022,1,4,10,17,87XX GRANVILLE ST,Marpole,489761.9467,5450384.9083
Other Theft,2022,2,12,13,27,87XX SW MARINE DR,Marpole,489640.0562,5450366.1548
Other Theft,2022,4,3,11,30,88XX SELKIRK ST,Marpole,490285.2338,5450249.5614
Other Theft,2022,1,31,12,30,8X EXPO BLVD,Central Business District,492192.3345,5458427.7894
Other Theft,2022,3,7,0,0,8X EXPO BLVD,Central Business District,492192.3345,5458427.7894
Other Theft,2022,1,3,10,11,8X NELSON ST,Central Business District,491569.1713,5458021.678
Other Theft,2022,2,15,12,5,8X NELSON ST,Central Business District,491570.7712,5458020.084
Other Theft,2022,2,6,17,39,8X W PENDER ST,Central Business District,492206.8702,5458693.4618
Other Theft,2022,3,17,10,45,8X W PENDER ST,Central Business District,492206.8702,5458693.4618
Other Theft,2022,1,11,15,8,8X W PENDER ST,Central Business District,492208.5573,5458692.9973
Other Theft,2022,1,18,19,15,8X W PENDER ST,Central Business District,492208.5573,5458692.9973
Other Theft,2022,2,2,15,51,8X W PENDER ST,Central Business District,492208.5573,5458692.9973
Other Theft,2022,2,2,18,0,8X W PENDER ST,Central Business District,492208.5573,5458692.9973
Other Theft,2022,2,12,19,55,8X W PENDER ST,Central Business District,492208.5573,5458692.9973
Other Theft,2022,2,18,19,21,8X W PENDER ST,Central Business District,492208.5573,5458692.9973
Other Theft,2022,2,18,20,20,8X W PENDER ST,Central Business District,492208.5573,5458692.9973
Other Theft,2022,2,19,14,20,8X W PENDER ST,Central Business District,492208.5573,5458692.9973
Other Theft,2022,2,20,18,45,8X W PENDER ST,Central Business District,492208.5573,5458692.9973
Other Theft,2022,3,18,19,5,8X W PENDER ST,Central Business District,492208.5573,5458692.9973
Other Theft,2022,3,24,16,13,8X W PENDER ST,Central Business District,492208.5573,5458692.9973
Other Theft,2022,4,2,8,22,8X W PENDER ST,Central Business District,492208.5573,5458692.9973
Other Theft,2022,4,2,15,56,8X W PENDER ST,Central Business District,492208.5573,5458692.9973
Other Theft,2022,4,6,16,17,8X W PENDER ST,Central Business District,492208.5573,5458692.9973
Other Theft,2022,1,26,10,30,8XX BURRARD ST,West End,491011.453,5458904.2617
Other Theft,2022,2,28,12,2,8XX BURRARD ST,West End,491011.453,5458904.2617
Other Theft,2022,4,2,0,0,8XX BURRARD ST,West End,491011.453,5458904.2617
Other Theft,2022,2,6,4,26,8XX BURRARD ST,West End,491012.1029,5458904.9078
Other Theft,2022,1,4,12,3,8XX BURRARD ST,West End,491050.1503,5458942.7517
Other Theft,2022,1,14,23,0,8XX BURRARD ST,Central Business District,491066.1932,5458945.8116
Other Theft,2022,2,24,15,0,8XX BUTE ST,West End,490749.7277,5459232.3598
Other Theft,2022,3,17,9,30,8XX BUTE ST,West End,490749.7277,5459232.3598
Other Theft,2022,3,20,20,0,8XX BUTE ST,West End,490756.1837,5459238.2714
Other Theft,2022,2,1,12,10,8XX DENMAN ST,West End,490056.6822,5459766.8112
Other Theft,2022,2,10,10,30,8XX DENMAN ST,West End,490057.9669,5459768.1651
Other Theft,2022,2,20,12,30,8XX DENMAN ST,West End,490114.2847,5459839.1328
Other Theft,2022,3,13,12,17,8XX DENMAN ST,West End,490150.9861,5459863.4215
Other Theft,2022,2,7,5,30,8XX DUNLEVY AVE,Strathcona,493055.2732,5458304.3051
Other Theft,2022,2,8,3,57,8XX DUNSMUIR ST,Central Business District,491405.8625,5459128.2315
Other Theft,2022,4,1,12,30,8XX E 12TH AVE,Mount Pleasant,493688.4199,5456336.3973
Other Theft,2022,2,4,8,0,8XX E 12TH AVE,Mount Pleasant,493787.8983,5456335.1007
Other Theft,2022,2,18,20,19,8XX E 51ST AVE,Sunset,493593.1778,5452304.3136
Other Theft,2022,2,1,14,9,8XX E 62ND AVE,Sunset,493640.7763,5451239.1627
Other Theft,2022,1,30,4,54,8XX E 8TH AVE,Mount Pleasant,493696.8784,5456745.9353
Other Theft,2022,1,17,19,4,8XX E BROADWAY AVE,Mount Pleasant,493735.7455,5456632.0981
Other Theft,2022,3,29,15,3,8XX E HASTINGS ST,Strathcona,493735.2731,5458710.0326
Other Theft,2022,3,24,17,30,8XX E HASTINGS ST,Strathcona,493788.0646,5458708.3143
Other Theft,2022,2,17,14,0,8XX E HASTINGS ST,Strathcona,493791.0666,5458699.0677
Other Theft,2022,3,14,21,6,8XX EXPO BLVD,Central Business District,491661.5222,5458135.2126
Other Theft,2022,3,16,10,39,8XX GRANVILLE ST,Central Business District,491173.3406,5458634.9576
Other Theft,2022,1,11,19,12,8XX GRANVILLE ST,Central Business District,491175.5456,5458637.1794
Other Theft,2022,1,5,15,0,8XX GRANVILLE ST,Central Business District,491181.8794,5458643.5603
Other Theft,2022,1,13,15,27,8XX GRANVILLE ST,Central Business District,491181.8794,5458643.5603
Other Theft,2022,4,3,22,0,8XX GRANVILLE ST,Central Business District,491211.5929,5458660.5151
Other Theft,2022,1,10,11,2,8XX GRANVILLE ST,Central Business District,491251.7069,5458700.9274
Other Theft,2022,2,4,11,57,8XX GRANVILLE ST,Central Business District,491251.7069,5458700.9274
Other Theft,2022,2,28,10,8,8XX GRANVILLE ST,Central Business District,491251.7069,5458700.9274
Other Theft,2022,1,21,19,47,8XX GRANVILLE ST,Central Business District,491263.6239,5458712.9326
Other Theft,2022,3,7,11,4,8XX GRANVILLE ST,Central Business District,491272.8194,5458722.197
Other Theft,2022,3,10,15,44,8XX GRANVILLE ST,Central Business District,491272.8194,5458722.197
Other Theft,2022,2,14,3,44,8XX GRANVILLE ST,Central Business District,491285.6749,5458735.1475
Other Theft,2022,3,26,18,5,8XX GRANVILLE ST,Central Business District,491285.6749,5458735.1475
Other Theft,2022,2,12,18,45,8XX GRIFFITHS WAY,Central Business District,492026.4501,5458303.3812
Other Theft,2022,3,9,22,0,8XX GRIFFITHS WAY,Central Business District,492028.4026,5458301.6596
Other Theft,2022,3,15,20,30,8XX GRIFFITHS WAY,Central Business District,492028.4026,5458301.6596
Other Theft,2022,1,12,13,1,8XX HAMILTON ST,Central Business District,491524.3902,5458410.4003
Other Theft,2022,1,3,17,13,8XX HELMCKEN ST,Central Business District,490856.1761,5458475.0793
Other Theft,2022,1,31,8,0,8XX HELMCKEN ST,Central Business District,490856.1761,5458475.0793
Other Theft,2022,2,19,2,0,8XX HORNBY ST,Central Business District,491142.0092,5458874.6606
Other Theft,2022,1,11,14,17,8XX HOWE ST,Central Business District,491179.9621,5458776.8478
Other Theft,2022,1,10,16,13,8XX HOWE ST,Central Business District,491202.2736,5458798.8787
Other Theft,2022,1,29,2,30,8XX NELSON ST,Central Business District,490916.3077,5458636.8215
Other Theft,2022,3,1,23,56,8XX NICOLA ST,West End,490442.1818,5459537.4174
Other Theft,2022,2,7,9,43,8XX POWELL ST,Strathcona,493719.254,5458907.7
Other Theft,2022,2,15,14,51,8XX POWELL ST,Strathcona,493719.2956,5458907.6981
Other Theft,2022,2,22,12,0,8XX SE MARINE DR,Sunset,493653.5945,5450913.7287
